run_id,implementation,sample,transaction_latency_ms
pool-B-02-3-1784346003655,pool,0,13.692
pool-B-02-3-1784346003655,pool,1,14.747
pool-B-02-3-1784346003655,pool,2,15.036
pool-B-02-3-1784346003655,pool,3,15.412
pool-B-02-3-1784346003655,pool,4,15.433
pool-B-02-3-1784346003655,pool,5,15.440
pool-B-02-3-1784346003655,pool,6,15.480
pool-B-02-3-1784346003655,pool,7,15.524
pool-B-02-3-1784346003655,pool,8,15.550
pool-B-02-3-1784346003655,pool,9,15.558
pool-B-02-3-1784346003655,pool,10,15.623
pool-B-02-3-1784346003655,pool,11,15.631
pool-B-02-3-1784346003655,pool,12,15.656
pool-B-02-3-1784346003655,pool,13,15.677
pool-B-02-3-1784346003655,pool,14,15.691
pool-B-02-3-1784346003655,pool,15,15.705
pool-B-02-3-1784346003655,pool,16,15.748
pool-B-02-3-1784346003655,pool,17,15.770
pool-B-02-3-1784346003655,pool,18,15.772
pool-B-02-3-1784346003655,pool,19,15.802
pool-B-02-3-1784346003655,pool,20,15.819
pool-B-02-3-1784346003655,pool,21,15.843
pool-B-02-3-1784346003655,pool,22,15.844
pool-B-02-3-1784346003655,pool,23,15.846
pool-B-02-3-1784346003655,pool,24,15.888
pool-B-02-3-1784346003655,pool,25,15.890
pool-B-02-3-1784346003655,pool,26,15.906
pool-B-02-3-1784346003655,pool,27,15.906
pool-B-02-3-1784346003655,pool,28,15.910
pool-B-02-3-1784346003655,pool,29,15.918
pool-B-02-3-1784346003655,pool,30,15.919
pool-B-02-3-1784346003655,pool,31,15.927
pool-B-02-3-1784346003655,pool,32,15.935
pool-B-02-3-1784346003655,pool,33,15.937
pool-B-02-3-1784346003655,pool,34,15.946
pool-B-02-3-1784346003655,pool,35,15.951
pool-B-02-3-1784346003655,pool,36,15.954
pool-B-02-3-1784346003655,pool,37,15.976
pool-B-02-3-1784346003655,pool,38,15.982
pool-B-02-3-1784346003655,pool,39,15.983
pool-B-02-3-1784346003655,pool,40,15.989
pool-B-02-3-1784346003655,pool,41,16.000
pool-B-02-3-1784346003655,pool,42,16.004
pool-B-02-3-1784346003655,pool,43,16.006
pool-B-02-3-1784346003655,pool,44,16.006
pool-B-02-3-1784346003655,pool,45,16.007
pool-B-02-3-1784346003655,pool,46,16.028
pool-B-02-3-1784346003655,pool,47,16.032
pool-B-02-3-1784346003655,pool,48,16.040
pool-B-02-3-1784346003655,pool,49,16.059
pool-B-02-3-1784346003655,pool,50,16.060
pool-B-02-3-1784346003655,pool,51,16.064
pool-B-02-3-1784346003655,pool,52,16.070
pool-B-02-3-1784346003655,pool,53,16.071
pool-B-02-3-1784346003655,pool,54,16.073
pool-B-02-3-1784346003655,pool,55,16.086
pool-B-02-3-1784346003655,pool,56,16.089
pool-B-02-3-1784346003655,pool,57,16.094
pool-B-02-3-1784346003655,pool,58,16.100
pool-B-02-3-1784346003655,pool,59,16.103
pool-B-02-3-1784346003655,pool,60,16.113
pool-B-02-3-1784346003655,pool,61,16.117
pool-B-02-3-1784346003655,pool,62,16.146
pool-B-02-3-1784346003655,pool,63,16.149
pool-B-02-3-1784346003655,pool,64,16.153
pool-B-02-3-1784346003655,pool,65,16.164
pool-B-02-3-1784346003655,pool,66,16.167
pool-B-02-3-1784346003655,pool,67,16.169
pool-B-02-3-1784346003655,pool,68,16.175
pool-B-02-3-1784346003655,pool,69,16.176
pool-B-02-3-1784346003655,pool,70,16.182
pool-B-02-3-1784346003655,pool,71,16.192
pool-B-02-3-1784346003655,pool,72,16.192
pool-B-02-3-1784346003655,pool,73,16.194
pool-B-02-3-1784346003655,pool,74,16.194
pool-B-02-3-1784346003655,pool,75,16.195
pool-B-02-3-1784346003655,pool,76,16.199
pool-B-02-3-1784346003655,pool,77,16.204
pool-B-02-3-1784346003655,pool,78,16.210
pool-B-02-3-1784346003655,pool,79,16.222
pool-B-02-3-1784346003655,pool,80,16.223
pool-B-02-3-1784346003655,pool,81,16.227
pool-B-02-3-1784346003655,pool,82,16.227
pool-B-02-3-1784346003655,pool,83,16.233
pool-B-02-3-1784346003655,pool,84,16.235
pool-B-02-3-1784346003655,pool,85,16.250
pool-B-02-3-1784346003655,pool,86,16.252
pool-B-02-3-1784346003655,pool,87,16.253
pool-B-02-3-1784346003655,pool,88,16.256
pool-B-02-3-1784346003655,pool,89,16.262
pool-B-02-3-1784346003655,pool,90,16.271
pool-B-02-3-1784346003655,pool,91,16.273
pool-B-02-3-1784346003655,pool,92,16.274
pool-B-02-3-1784346003655,pool,93,16.276
pool-B-02-3-1784346003655,pool,94,16.279
pool-B-02-3-1784346003655,pool,95,16.285
pool-B-02-3-1784346003655,pool,96,16.288
pool-B-02-3-1784346003655,pool,97,16.289
pool-B-02-3-1784346003655,pool,98,16.304
pool-B-02-3-1784346003655,pool,99,16.304
pool-B-02-3-1784346003655,pool,100,16.304
pool-B-02-3-1784346003655,pool,101,16.307
pool-B-02-3-1784346003655,pool,102,16.308
pool-B-02-3-1784346003655,pool,103,16.308
pool-B-02-3-1784346003655,pool,104,16.321
pool-B-02-3-1784346003655,pool,105,16.332
pool-B-02-3-1784346003655,pool,106,16.341
pool-B-02-3-1784346003655,pool,107,16.342
pool-B-02-3-1784346003655,pool,108,16.346
pool-B-02-3-1784346003655,pool,109,16.350
pool-B-02-3-1784346003655,pool,110,16.353
pool-B-02-3-1784346003655,pool,111,16.354
pool-B-02-3-1784346003655,pool,112,16.354
pool-B-02-3-1784346003655,pool,113,16.359
pool-B-02-3-1784346003655,pool,114,16.365
pool-B-02-3-1784346003655,pool,115,16.365
pool-B-02-3-1784346003655,pool,116,16.368
pool-B-02-3-1784346003655,pool,117,16.369
pool-B-02-3-1784346003655,pool,118,16.370
pool-B-02-3-1784346003655,pool,119,16.370
pool-B-02-3-1784346003655,pool,120,16.372
pool-B-02-3-1784346003655,pool,121,16.375
pool-B-02-3-1784346003655,pool,122,16.380
pool-B-02-3-1784346003655,pool,123,16.383
pool-B-02-3-1784346003655,pool,124,16.390
pool-B-02-3-1784346003655,pool,125,16.393
pool-B-02-3-1784346003655,pool,126,16.396
pool-B-02-3-1784346003655,pool,127,16.402
pool-B-02-3-1784346003655,pool,128,16.402
pool-B-02-3-1784346003655,pool,129,16.405
pool-B-02-3-1784346003655,pool,130,16.405
pool-B-02-3-1784346003655,pool,131,16.406
pool-B-02-3-1784346003655,pool,132,16.408
pool-B-02-3-1784346003655,pool,133,16.409
pool-B-02-3-1784346003655,pool,134,16.413
pool-B-02-3-1784346003655,pool,135,16.419
pool-B-02-3-1784346003655,pool,136,16.422
pool-B-02-3-1784346003655,pool,137,16.423
pool-B-02-3-1784346003655,pool,138,16.425
pool-B-02-3-1784346003655,pool,139,16.425
pool-B-02-3-1784346003655,pool,140,16.426
pool-B-02-3-1784346003655,pool,141,16.427
pool-B-02-3-1784346003655,pool,142,16.427
pool-B-02-3-1784346003655,pool,143,16.429
pool-B-02-3-1784346003655,pool,144,16.430
pool-B-02-3-1784346003655,pool,145,16.431
pool-B-02-3-1784346003655,pool,146,16.435
pool-B-02-3-1784346003655,pool,147,16.438
pool-B-02-3-1784346003655,pool,148,16.438
pool-B-02-3-1784346003655,pool,149,16.439
pool-B-02-3-1784346003655,pool,150,16.440
pool-B-02-3-1784346003655,pool,151,16.441
pool-B-02-3-1784346003655,pool,152,16.443
pool-B-02-3-1784346003655,pool,153,16.444
pool-B-02-3-1784346003655,pool,154,16.451
pool-B-02-3-1784346003655,pool,155,16.453
pool-B-02-3-1784346003655,pool,156,16.453
pool-B-02-3-1784346003655,pool,157,16.461
pool-B-02-3-1784346003655,pool,158,16.461
pool-B-02-3-1784346003655,pool,159,16.463
pool-B-02-3-1784346003655,pool,160,16.464
pool-B-02-3-1784346003655,pool,161,16.464
pool-B-02-3-1784346003655,pool,162,16.470
pool-B-02-3-1784346003655,pool,163,16.472
pool-B-02-3-1784346003655,pool,164,16.472
pool-B-02-3-1784346003655,pool,165,16.479
pool-B-02-3-1784346003655,pool,166,16.480
pool-B-02-3-1784346003655,pool,167,16.480
pool-B-02-3-1784346003655,pool,168,16.481
pool-B-02-3-1784346003655,pool,169,16.481
